ids,Year,Source,Target,Weight
28,2012,눈(N),감(P),14
29,2012,눈(N),보이(P),7
30,2012,눈물(N),마르(P),7
31,2012,눈물(N),파랗(P),7
32,2012,돈(N),되(P),6
33,2012,때(N),보(P),9
34,2012,때(N),웃(P),5
35,2012,때(N),하(P),7
36,2012,뜨거(N),나(P),12
37,2012,뜨거(N),뜨(P),12
38,2012,뜨거(N),뜨겁(P),12
39,2012,라(N),랄(P),6
40,2012,립스틱(N),세우(P),8
41,2012,마(N),듣(P),10
42,2012,마음(N),모르(P),6
43,2012,마음(N),커지(P),5
44,2012,말(N),되(P),13
45,2012,말(N),하(P),16
46,2012,맘(N),같(P),5
47,2012,맘(N),나쁘(P),16
48,2012,맘(N),모르(P),12
49,2012,맘(N),뺏(P),5
50,2012,맘(N),흔들(P),5
51,2012,목소리(N),낮(P),5
52,2012,목소리(N),높이(P),6
53,2012,목소리(N),들리(P),7
54,2012,목소리(N),울리(P),5
55,2012,문자(N),보내(P),5
56,2012,바람(N),불(P),6
57,2012,바보(N),같(P),5
58,2012,밤(N),빛나(P),5
59,2012,밤(N),아름답(P),20
60,2012,밤(N),없(P),5
61,2012,밤(N),오(P),6
62,2012,밥(N),먹(P),5
63,2012,벚꽃(N),흩날리(P),7
64,2012,베일(N),싸이(P),5
65,2012,별(N),빛나(P),5
66,2012,별(N),아름답(P),5
67,2012,봄(N),같(P),5
68,2012,봄(N),닮(P),5
69,2012,봄(N),오(P),5
70,2012,봄바람(N),휘날리(P),6
71,2012,비(N),그치(P),8
72,2012,사람(N),만나(P),7
73,2012,사람(N),수많(P),6
74,2012,사람(N),없(P),7
75,2012,사랑(N),떠나(P),8
76,2012,사랑(N),모르(P),13
77,2012,사랑(N),없(P),7
78,2012,사랑(N),울(P),5
79,2012,사랑(N),있(P),5
80,2012,사랑(N),하(P),12
81,2012,사랑(N),힘들(P),6
82,2012,상처(N),받(P),8
83,2012,생각(N),나(P),9
84,2012,세상(N),되(P),6
85,2012,세상(N),없(P),5
86,2012,손(N),잡(P),13
87,2012,순간(N),떠오르(P),5
88,2012,술담배(N),끊(P),6
89,2012,숨(N),쉬(P),7
90,2012,스틱(N),세우(P),8
91,2012,슬픔(N),파랗(P),7
92,2012,시간(N),알(P),6
93,2012,시간(N),지나(P),5
94,2012,시간(N),흐르(P),6
95,2012,심장(N),찌르(P),5
96,2012,아무것(N),없(P),5
97,2012,어머어머(N),묻히(P),6
98,2012,영화(N),보(P),8
99,2012,이별(N),모르(P),6
100,2012,이상(N),없(P),5
101,2012,잎(N),흩날리(P),7
102,2012,자신(N),없(P),6
103,2012,잠(N),들(P),7
104,2012,적금(N),쪼개(P),6
105,2012,전(N),늦(P),7
106,2012,전(N),하(P),5
107,2012,주머닐(N),털(P),6
108,2012,지금(N),하(P),5
109,2012,진심(N),원하(P),7
110,2012,진짜(N),모르(P),7
111,2012,품(N),안기(P),5
112,2012,하루(N),하(P),5
113,2012,햇살(N),같(P),5
114,2012,햇살(N),닮(P),5
115,2012,향기(N),남(P),5
116,2012,혼(N),어리(P),6
0,2013,가슴(N),아프(P),6
1,2013,곁(N),없(P),5
2,2013,곳(N),없(P),10
3,2013,길(N),걷(P),6
4,2013,꽃(N),오(P),6
5,2013,꽃(N),피(P),6
6,2013,꿈(N),꾸(P),5
7,2013,날(N),떠나(P),6
8,2013,날(N),만나(P),6
9,2013,날(N),보(P),12
10,2013,날(N),하(P),6
11,2013,남자(N),나쁘(P),15
12,2013,눈(N),감(P),11
13,2013,눈(N),보(P),9
14,2013,눈(N),보이(P),7
15,2013,눈물(N),보(P),11
16,2013,눈물(N),슬프(P),6
17,2013,눈물(N),치리(P),6
18,2013,눈물(N),훔치(P),7
19,2013,느낌(N),좋(P),6
20,2013,달(N),비추(P),5
21,2013,댈(N),그(P),5
22,2013,동(N),하(P),9
23,2013,때(N),들(P),5
24,2013,때(N),보(P),5
25,2013,래(N),바쁘(P),10
26,2013,랩(N),하(P),8
27,2013,마(N),하(P),5
28,2013,마디(N),나(P),5
29,2013,마음(N),보(P),6
30,2013,말(N),같(P),6
31,2013,말(N),나오(P),5
32,2013,말(N),달(P),5
33,2013,말(N),되(P),8
34,2013,말(N),듣(P),5
35,2013,말(N),안(P),7
36,2013,말(N),어쩌(P),8
37,2013,말(N),없(P),6
38,2013,말(N),하(P),36
39,2013,맘(N),가져가(P),5
40,2013,맘(N),알(P),12
41,2013,맘(N),차갑(P),6
42,2013,매력(N),말리(P),6
43,2013,매력(N),생기(P),6
44,2013,머리(N),아프(P),5
45,2013,머리(N),짧(P),9
46,2013,문자(N),보내(P),7
47,2013,바람(N),불(P),7
48,2013,바보(N),같(P),7
49,2013,밤(N),기다리(P),5
50,2013,벽(N),뚫(P),5
51,2013,벽(N),자라나(P),5
52,2013,봄(N),오(P),16
53,2013,사람(N),알(P),14
54,2013,사랑(N),같(P),8
55,2013,사랑(N),모르(P),7
56,2013,사랑(N),새빨갛(P),6
57,2013,사랑(N),없(P),7
58,2013,사랑(N),이렇(P),5
59,2013,사랑(N),하(P),8
60,2013,상관(N),하(P),6
61,2013,생각(N),나(P),10
62,2013,생각(N),나쁘(P),12
63,2013,손(N),잡(P),11
64,2013,손(N),잡히(P),10
65,2013,수(N),나쁘(P),12
66,2013,숟가락(N),비(P),8
67,2013,숟가락(N),채우(P),7
68,2013,숨(N),멎(P),5
69,2013,숨(N),쉬(P),18
70,2013,숨(N),없(P),7
71,2013,시간(N),모자라(P),6
72,2013,시간(N),없(P),5
73,2013,시간(N),하(P),5
74,2013,알(N),랑가모르(P),5
75,2013,얘기(N),알(P),9
76,2013,얼굴(N),짧(P),6
77,2013,여자(N),같(P),7
78,2013,열(N),나(P),5
79,2013,예(N),뛰(P),10
80,2013,오늘(N),같(P),7
81,2013,오늘(N),불(P),5
82,2013,요즘(N),나(P),8
83,2013,우(N),워워(P),8
84,2013,원래(N),예쁘(P),6
85,2013,의미(N),없(P),7
86,2013,이(N),말리(P),6
87,2013,이(N),생기(P),6
88,2013,이상(N),없(P),5
89,2013,이유(N),없(P),6
90,2013,이제(N),되(P),6
91,2013,이제(N),잊(P),5
92,2013,일(N),없(P),10
93,2013,일(N),하(P),6
94,2013,잠(N),오(P),6
95,2013,전(N),가(P),5
96,2013,점핑(N),뛰(P),10
97,2013,진심(N),없(P),6
98,2013,처음(N),보(P),5
99,2013,춤(N),추(P),8
100,2013,치마(N),짧(P),6
101,2013,콩떡(N),먹(P),8
102,2013,하늘(N),보(P),5
103,2013,하루(N),없(P),7
104,2013,해(N),하(P),11
105,2013,호(N),엉(P),8
106,2013,호옹(N),하(P),18
107,2013,힘(N),되(P),5
0,2014,가슴(N),아프(P),6
1,2014,가슴(N),하(P),5
2,2014,고백(N),하(P),5
3,2014,곳(N),없(P),5
4,2014,그때(N),그(P),5
5,2014,그때(N),나가(P),5
6,2014,그때(N),렇(P),5
7,2014,기억(N),거닐(P),6
8,2014,길(N),걷(P),5
9,2014,꽃(N),아름답(P),20
10,2014,꿈(N),깨(P),6
11,2014,꿈(N),꾸(P),6
12,2014,끼(N),부(P),5
13,2014,날(N),뜨(P),6
14,2014,날(N),보(P),13
15,2014,날(N),없(P),6
16,2014,날(N),하(P),8
17,2014,날(N),흔들(P),9
18,2014,날씨(N),좋(P),7
19,2014,내꺼(N),같(P),9
20,2014,노래(N),듣(P),5
21,2014,노래(N),부르(P),7
22,2014,노래(N),흔하(P),7
23,2014,녹(N),녹(P),12
24,2014,녹(N),들(P),12
25,2014,눈(N),감(P),17
26,2014,눈(N),뜨(P),5
27,2014,눈(N),보(P),6
28,2014,눈물(N),같(P),7
29,2014,눈물(N),고이(P),5
30,2014,눈물(N),보(P),5
31,2014,눈물(N),흐르(P),7
32,2014,니꺼(N),이(P),6
33,2014,단발머리(N),하(P),7
34,2014,돈(N),없(P),13
35,2014,딜(N),견(P),5
36,2014,때(N),그(P),5
37,2014,때(N),나가(P),5
38,2014,때(N),렇(P),5
39,2014,때(N),만나(P),5
40,2014,때(N),보(P),5
41,2014,때(N),울(P),6
42,2014,때(N),웃(P),8
43,2014,떡볶이(N),맵(P),8
44,2014,라(N),랄(P),24
45,2014,라라라(N),랄(P),8
46,2014,랄라랄(N),랄(P),8
47,2014,랄랄라(N),나(P),6
48,2014,마(N),떠나(P),6
49,2014,마(N),손대(P),5
50,2014,말(N),건네(P),6
51,2014,말(N),듣(P),7
52,2014,말(N),싫(P),5
53,2014,말(N),없(P),13
54,2014,말(N),있(P),6
55,2014,말(N),하(P),25
56,2014,맘(N),알(P),5
57,2014,맘(N),흔들(P),9
58,2014,명수(N),맵(P),8
59,2014,모습(N),비치(P),5
60,2014,몸(N),손대(P),5
61,2014,미소(N),환하(P),8
62,2014,미안(N),기다리(P),5
63,2014,바람(N),불(P),6
64,2014,발(N),거닐(P),6
65,2014,밤(N),가(P),5
66,2014,밤(N),나(P),5
67,2014,밤(N),내리(P),5
68,2014,밤(N),차갑(P),5
69,2014,방(N),비(P),6
70,2014,벚꽃(N),말(P),10
71,2014,보(N),크(P),6
72,2014,보름달(N),뜨(P),5
73,2014,봄(N),말(P),10
74,2014,비(N),내리(P),8
75,2014,사람(N),나(P),6
76,2014,사람(N),많(P),10
77,2014,사람(N),없(P),5
78,2014,사랑(N),끝나(P),5
79,2014,사랑(N),말(P),10
80,2014,사랑(N),받(P),5
81,2014,사랑(N),보(P),5
82,2014,사랑(N),빠지(P),7
83,2014,사랑(N),알(P),8
84,2014,사랑(N),없(P),10
85,2014,사랑(N),자라(P),6
86,2014,사랑(N),주(P),14
87,2014,사랑(N),하(P),15
88,2014,생각(N),나(P),5
89,2014,생각(N),하(P),7
90,2014,세상(N),크(P),6
91,2014,손(N),잡(P),11
92,2014,숨(N),쉬(P),7
93,2014,시간(N),없(P),6
94,2014,시간(N),지나(P),8
95,2014,아무것(N),없(P),10
96,2014,약속(N),지키(P),5
97,2014,오(N),밟(P),6
98,2014,오늘(N),같(P),7
99,2014,오늘(N),빌(P),10
100,2014,오늘(N),알(P),5
101,2014,잠(N),들(P),5
102,2014,전(N),가(P),5
103,2014,창(N),들(P),6
104,2014,창(N),향하(P),6
105,2014,치마(N),짧(P),5
106,2014,티(N),나(P),6
107,2014,티(N),보(P),10
108,2014,티(N),보이(P),5
109,2014,팝(N),치(P),6
110,2014,필요(N),없(P),8
111,2014,하루(N),없(P),8
112,2014,하루(N),하(P),7
113,2014,해(N),뜨(P),5
114,2014,해(N),살(P),6
115,2014,현아(N),빨갛(P),21
116,2014,혼자(N),나(P),6
117,2014,화장(N),지우(P),5
0,2015,가슴(N),뛰(P),9
1,2015,걱정(N),말(P),5
2,2015,겁(N),나(P),5
3,2015,곁(N),떠나(P),8
4,2015,곁(N),있(P),5
5,2015,곳(N),찾(P),7
6,2015,기대(N),되(P),16
7,2015,꿈(N),꾸(P),5
8,2015,끝장(N),보(P),8
9,2015,나(N),나(P),8
10,2015,날(N),모르(P),6
11,2015,날(N),미치(P),12
12,2015,날(N),없(P),7
13,2015,노래(N),쩔(P),10
14,2015,눈(N),감(P),8
15,2015,눈물(N),나(P),9
16,2015,눈물(N),모르(P),6
17,2015,느낌(N),오(P),5
18,2015,느낌(N),좋(P),9
19,2015,다(N),아름답(P),8
20,2015,다(N),주(P),5
21,2015,다리(N),걸(P),5
22,2015,다리(N),떨(P),5
23,2015,다리(N),벌(P),5
24,2015,다운(N),답(P),16
25,2015,다운(N),아름답(P),18
26,2015,다음(N),보이(P),14
27,2015,답(N),없(P),5
28,2015,돈(N),걸(P),5
29,2015,돈(N),떨(P),5
30,2015,돈(N),벌(P),7
31,2015,때(N),뜨(P),7
32,2015,때(N),보(P),5
33,2015,때(N),싫(P),6
34,2015,때(N),어리(P),5
35,2015,때(N),있(P),7
36,2015,때(N),하(P),12
37,2015,랩(N),쩔(P),6
38,2015,리(N),가(P),6
39,2015,마(N),묻(P),17
40,2015,말(N),없(P),5
41,2015,말(N),하(P),47
42,2015,맘(N),식(P),6
43,2015,맘(N),흔들리(P),9
44,2015,몰(N),모르(P),8
45,2015,바가지(N),가(P),6
46,2015,바다(N),푸르(P),5
47,2015,바람(N),나가(P),8
48,2015,반(N),하(P),16
49,2015,비잉(N),돌아가(P),6
50,2015,빛(N),나(P),7
51,2015,사(N),걸어가(P),8
52,2015,사람(N),하(P),6
53,2015,사랑(N),깊(P),5
54,2015,사랑(N),미치(P),9
55,2015,사랑(N),아프(P),5
56,2015,사랑(N),하(P),17
57,2015,손(N),잡(P),5
58,2015,숨(N),쉬(P),6
59,2015,숨(N),하(P),5
60,2015,스타일(N),쩔(P),10
61,2015,시간(N),가(P),7
62,2015,시간(N),멈추(P),6
63,2015,싸가지(N),가(P),6
64,2015,쐐(N),나가(P),8
65,2015,아가씨(N),웃(P),5
66,2015,아무것(N),하(P),6
67,2015,안(N),보(P),10
68,2015,애(N),타(P),5
69,2015,야(N),하(P),6
70,2015,여우(N),하(P),6
71,2015,옆(N),있(P),5
72,2015,오(N),나(P),5
73,2015,오(N),오(P),6
74,2015,오(N),홀리(P),5
75,2015,오늘(N),따르(P),6
76,2015,오빠(N),가(P),5
77,2015,오빠(N),데리(P),5
78,2015,오빠(N),뽑(P),5
79,2015,의미(N),없(P),6
80,2015,이상(N),감추(P),8
81,2015,이상(N),묻(P),8
82,2015,일(N),없(P),7
83,2015,일(N),하(P),8
84,2015,입(N),맞추(P),7
85,2015,잔(N),하(P),8
86,2015,잠(N),들(P),5
87,2015,잠(N),오(P),10
88,2015,정(N),없(P),5
89,2015,정신(N),나(P),7
90,2015,정신(N),차리(P),9
91,2015,진짜(N),보(P),10
92,2015,짓(N),미치(P),14
93,2015,짓(N),하(P),7
94,2015,차(N),가(P),5
95,2015,차(N),데리(P),5
96,2015,차(N),뽑(P),5
97,2015,춤(N),추(P),12
98,2015,하늘(N),걸(P),5
99,2015,하늘(N),떨(P),5
100,2015,하늘(N),벌(P),5
101,2015,혼자(N),있(P),5
0,2016,가짜(N),없(P),12
1,2016,걱정(N),하(P),5
2,2016,겁(N),나(P),5
3,2016,결국(N),떨어지(P),5
4,2016,곁(N),있(P),19
5,2016,곳(N),있(P),6
6,2016,곳(N),향하(P),6
7,2016,그때(N),떠오르(P),5
8,2016,기분(N),좋(P),6
9,2016,꽃(N),피(P),7
10,2016,꽃잎(N),떨어지(P),5
11,2016,꿈(N),꾸(P),15
12,2016,꿈(N),좋(P),6
13,2016,나(N),나나(P),12
14,2016,나(N),어쩌(P),12
15,2016,나(N),저쩌(P),12
16,2016,날(N),가(P),6
17,2016,날(N),미치(P),5
18,2016,날(N),오(P),7
19,2016,날(N),잡(P),6
20,2016,너(N),나(P),16
21,2016,눈(N),감(P),5
22,2016,눈(N),뜨(P),14
23,2016,눈(N),보(P),7
24,2016,눈물(N),흐르(P),7
25,2016,때(N),보(P),10
26,2016,로맨스(N),하(P),12
27,2016,마(N),잊어버리(P),7
28,2016,마음(N),같(P),7
29,2016,마음(N),아프(P),5
30,2016,마음(N),있(P),6
31,2016,마지막(N),남(P),5
32,2016,말(N),되(P),14
33,2016,말(N),없(P),10
34,2016,말(N),있(P),11
35,2016,말(N),하(P),38
36,2016,맘(N),모르(P),13
37,2016,맘(N),보(P),6
38,2016,맘(N),주(P),5
39,2016,별(N),뜨(P),5
40,2016,불(N),태우(P),8
41,2016,비(N),내리(P),7
42,2016,빠라바(N),빠(P),12
43,2016,사람(N),만나(P),10
44,2016,사랑(N),되(P),6
45,2016,사랑(N),빠지(P),8
46,2016,사랑(N),이렇(P),6
47,2016,사랑(N),있(P),5
48,2016,사랑(N),하(P),22
49,2016,사이(N),건너(P),5
50,2016,사치(N),그대(P),9
51,2016,생각(N),나(P),7
52,2016,생각(N),하(P),5
53,2016,세상(N),거칠(P),5
54,2016,손(N),잡(P),15
55,2016,순간(N),남(P),5
56,2016,술(N),마시(P),5
57,2016,숨(N),쉬(P),10
58,2016,시간(N),가(P),9
59,2016,시간(N),같(P),8
60,2016,시간(N),던지(P),6
61,2016,시간(N),멈추(P),10
62,2016,시계(N),가(P),8
63,2016,시계(N),멈추(P),8
64,2016,아무것(N),없(P),8
65,2016,아침(N),뜨(P),6
66,2016,앞(N),서(P),5
67,2016,어른(N),되(P),6
68,2016,오늘(N),같(P),6
69,2016,오늘(N),보이(P),5
70,2016,오늘(N),예쁘(P),5
71,2016,우주(N),건너(P),5
72,2016,위(N),가(P),8
73,2016,위(N),던지(P),6
74,2016,위(N),멈추(P),8
75,2016,이제(N),빌(P),5
76,2016,이해(N),없(P),7
77,2016,일(N),없(P),6
78,2016,일(N),지나(P),5
79,2016,자신(N),없(P),6
80,2016,자신(N),있(P),7
81,2016,잠(N),들(P),5
82,2016,커피(N),마시(P),5
83,2016,필요(N),없(P),7
84,2016,하늘(N),같(P),6
85,2016,행복(N),빌(P),5
86,2016,혼자(N),상관없(P),5
0,2017,가(N),두(P),9
1,2017,가(N),예쁘(P),6
2,2017,가을(N),커다랗(P),6
3,2017,곁(N),있(P),5
4,2017,곳(N),없(P),7
5,2017,기억(N),나(P),7
6,2017,날(N),같(P),8
7,2017,날(N),두(P),6
8,2017,날(N),보(P),5
9,2017,날(N),알(P),5
10,2017,날(N),예쁘(P),6
11,2017,남(N),되(P),7
12,2017,남(N),있(P),6
13,2017,노래(N),듣(P),14
14,2017,노래(N),부르(P),5
15,2017,눈(N),감(P),13
16,2017,느낌(N),맞(P),36
17,2017,덕분(N),주(P),7
18,2017,때(N),먹(P),6
19,2017,때(N),보(P),8
20,2017,때(N),있(P),6
21,2017,때(N),좋(P),6
22,2017,마음(N),같(P),5
23,2017,말(N),같(P),18
24,2017,말(N),되(P),7
25,2017,말(N),듣(P),5
26,2017,말(N),맴돌(P),6
27,2017,말(N),없(P),12
28,2017,말(N),있(P),11
29,2017,말(N),좋(P),8
30,2017,말(N),하(P),35
31,2017,맘(N),모르(P),8
32,2017,맘(N),보이(P),5
33,2017,맘(N),알(P),5
34,2017,바람(N),불(P),6
35,2017,바람(N),좋(P),5
36,2017,별(N),되(P),6
37,2017,별도(N),보(P),8
38,2017,보(N),되(P),5
39,2017,비(N),내리(P),7
40,2017,비(N),오(P),8
41,2017,빛(N),되(P),10
42,2017,빠(N),뿜(P),48
43,2017,빠이빠이빠(N),뿜(P),24
44,2017,뿜빠(N),뿜(P),24
45,2017,사람(N),새롭(P),5
46,2017,사람(N),좋(P),6
47,2017,사랑(N),같(P),6
48,2017,사랑(N),되(P),9
49,2017,사랑(N),좋(P),7
50,2017,사랑(N),하(P),10
51,2017,상처(N),주(P),5
52,2017,생각(N),나(P),8
53,2017,생각(N),되(P),5
54,2017,선물(N),같(P),5
55,2017,시간(N),이렇(P),5
56,2017,시간(N),지나(P),6
57,2017,시간(N),흐르(P),5
58,2017,아침(N),커다랗(P),6
59,2017,얘기(N),같(P),5
60,2017,얼굴(N),찌푸리(P),6
61,2017,여름(N),좋아하(P),5
62,2017,여자(N),낯설(P),18
63,2017,여자(N),있(P),8
64,2017,오오오(N),좋(P),10
65,2017,옷(N),꼬라(P),6
66,2017,와(N),오(P),42
67,2017,요즘(N),되(P),7
68,2017,요즘(N),이렇(P),6
69,2017,운명(N),찾아내(P),6
70,2017,원(N),하(P),6
71,2017,의미(N),없(P),8
72,2017,입(N),맞추(P),8
73,2017,잠(N),깨(P),5
74,2017,잠(N),자(P),6
75,2017,주인공(N),되(P),5
76,2017,지(N),꼬라(P),6
77,2017,처음(N),나이(P),5
78,2017,춤(N),추(P),5
79,2017,하루(N),지나(P),5
80,2017,향기(N),낯설(P),18
0,2018,가을(N),보(P),11
1,2018,가을(N),타(P),10
2,2018,겨울(N),덥(P),7
3,2018,겨울(N),춥(P),6
4,2018,그때(N),그립(P),5
5,2018,그때(N),되(P),10
6,2018,그때(N),없(P),6
7,2018,그때(N),오(P),7
8,2018,기분(N),모이(P),7
9,2018,기분(N),좋(P),11
10,2018,길(N),가(P),5
11,2018,꽃(N),피(P),6
12,2018,끝(N),보(P),6
13,2018,끝(N),없(P),5
14,2018,날(N),모르(P),5
15,2018,날(N),보(P),5
16,2018,날(N),좋(P),7
17,2018,날(N),하(P),5
18,2018,내일(N),지나(P),6
19,2018,너(N),너(P),6
20,2018,너(N),하(P),5
21,2018,눈(N),감(P),6
22,2018,눈(N),뜨(P),10
23,2018,때(N),놀(P),5
24,2018,때(N),모르(P),5
25,2018,때(N),어리(P),7
26,2018,때(N),없(P),6
27,2018,때(N),원하(P),5
28,2018,라(N),랄(P),12
29,2018,라랄라(N),랄(P),6
30,2018,마지막(N),버리(P),5
31,2018,마지막(N),위하(P),5
32,2018,마지막(N),주(P),5
33,2018,말(N),되(P),7
34,2018,말(N),보(P),5
35,2018,말(N),아프(P),5
36,2018,말(N),없(P),8
37,2018,말(N),있(P),7
38,2018,말(N),좋(P),5
39,2018,말(N),하(P),23
40,2018,맘(N),들(P),5
41,2018,맘(N),알(P),7
42,2018,맘(N),없(P),5
43,2018,바람(N),불(P),6
44,2018,바보(N),알(P),6
45,2018,바보(N),오(P),5
46,2018,바보(N),주(P),6
47,2018,발끝(N),뿜뿜(P),6
48,2018,발자국(N),남기(P),5
49,2018,밤(N),빛나(P),13
50,2018,밤(N),수많(P),5
51,2018,별(N),빛나(P),12
52,2018,빛(N),나(P),6
53,2018,빛(N),되(P),5
54,2018,사람(N),좋(P),5
55,2018,사랑(N),되(P),6
56,2018,사랑(N),만나(P),6
57,2018,사랑(N),받(P),8
58,2018,사랑(N),오(P),5
59,2018,사랑(N),있(P),6
60,2018,사랑(N),하(P),15
61,2018,생각(N),나(P),6
62,2018,셀테(N),넘어오(P),5
63,2018,소리(N),지르(P),7
64,2018,손(N),잡(P),6
65,2018,솔(N),나(P),5
66,2018,시간(N),길(P),5
67,2018,시간(N),들(P),11
68,2018,시간(N),멈추(P),6
69,2018,안(N),있(P),5
70,2018,야(N),빛나(P),6
71,2018,엉덩이(N),흔들(P),9
72,2018,여름(N),덥(P),6
73,2018,여름(N),춥(P),6
74,2018,여행(N),길(P),6
75,2018,영수증(N),버리(P),5
76,2018,영수증(N),위하(P),11
77,2018,영수증(N),주(P),5
78,2018,영수증(N),챙기(P),7
79,2018,옆(N),있(P),5
80,2018,오늘(N),지나(P),7
81,2018,오랜만(N),모이(P),6
82,2018,오랜만(N),좋(P),6
83,2018,이별(N),있(P),5
84,2018,이야기(N),흔하(P),8
85,2018,이제(N),없(P),5
86,2018,이제(N),오(P),5
87,2018,이제(N),주(P),5
88,2018,잠(N),들(P),7
89,2018,존심(N),버리(P),5
90,2018,존심(N),위하(P),5
91,2018,존심(N),주(P),5
92,2018,준비(N),모르(P),6
93,2018,진심(N),없(P),6
94,2018,추억(N),위하(P),7
95,2018,추억(N),챙기(P),6
96,2018,퍼(N),슬(P),9
97,2018,퍼(N),울(P),6
98,2018,필요(N),없(P),5
99,2018,해(N),너(P),5
100,2018,혼자(N),같(P),5
101,2018,혼자(N),보(P),5
102,2018,혼자(N),있(P),9
103,2018,후회(N),같(P),5
104,2018,후회(N),모르(P),5
105,2018,힘(N),되(P),7
0,2019,가슴(N),아프(P),9
1,2019,겨울(N),주(P),8
2,2019,곁(N),있(P),14
3,2019,곳(N),있(P),5
4,2019,그때(N),좋(P),7
5,2019,길(N),가(P),9
6,2019,꽃(N),아름답(P),5
7,2019,꽃(N),피(P),9
8,2019,날(N),많(P),7
9,2019,날(N),웃(P),5
10,2019,남(N),되(P),5
11,2019,노래(N),나오(P),8
12,2019,노래(N),부르(P),9
13,2019,노래(N),좋아하(P),6
14,2019,눈(N),가리(P),5
15,2019,눈(N),맞추(P),5
16,2019,눈(N),오(P),101
17,2019,눈물(N),흘리(P),5
18,2019,마음(N),모르(P),5
19,2019,마음(N),없(P),5
20,2019,마음(N),하(P),8
21,2019,말(N),괜찮(P),7
22,2019,말(N),끝내(P),8
23,2019,말(N),되(P),8
24,2019,말(N),많(P),11
25,2019,말(N),알(P),6
26,2019,말(N),없(P),8
27,2019,말(N),있(P),5
28,2019,말(N),하(P),26
29,2019,맛(N),가(P),75
30,2019,머리(N),갑(P),6
31,2019,머리(N),띵하(P),6
32,2019,머리(N),차(P),6
33,2019,멋(N),흐르(P),9
34,2019,멜로(N),없(P),6
35,2019,바보(N),기다리(P),5
36,2019,밤(N),길(P),6
37,2019,밤(N),깊(P),7
38,2019,밤(N),모르(P),7
39,2019,밤(N),빛나(P),6
40,2019,배(N),벌(P),6
41,2019,별(N),보(P),7
42,2019,별빛(N),깊(P),6
43,2019,별빛(N),빛나(P),6
44,2019,봄(N),오(P),16
45,2019,사람(N),많(P),6
46,2019,사람(N),좋(P),5
47,2019,사랑(N),그렇(P),6
48,2019,사랑(N),되(P),6
49,2019,사랑(N),만나(P),7
50,2019,사랑(N),하(P),19
51,2019,사랑이(N),없(P),6
52,2019,생각(N),같(P),5
53,2019,생각(N),흔하(P),6
54,2019,서로(N),보(P),5
55,2019,속(N),같(P),9
56,2019,손(N),보(P),5
57,2019,손(N),잡(P),7
58,2019,숨(N),쉬(P),5
59,2019,심청(N),가녀리(P),5
60,2019,안(N),있(P),5
61,2019,애(N),다르(P),9
62,2019,여름(N),주(P),8
63,2019,연락(N),하(P),6
64,2019,옆(N),있(P),6
65,2019,오늘(N),모르(P),7
66,2019,우(N),괜찮(P),5
67,2019,우(N),밝(P),5
68,2019,우(N),빛나(P),5
69,2019,우(N),주(P),5
70,2019,이별(N),만나(P),5
71,2019,이별(N),하(P),5
72,2019,이유(N),좋(P),11
73,2019,이제(N),알(P),7
74,2019,일(N),없(P),6
75,2019,일(N),하(P),7
76,2019,자신(N),없(P),6
77,2019,자신(N),있(P),6
78,2019,잔(N),기울이(P),6
79,2019,전부(N),되(P),7
80,2019,처음(N),만나(P),5
81,2019,클럽(N),나오(P),8
82,2019,폭죽(N),터트리(P),6
83,2019,필요(N),없(P),7
84,2019,하루(N),보(P),6
85,2019,하루(N),없(P),10
86,2019,행복(N),되(P),5
